ARMO_FormID	ARMO_EDID	ARMO_FULL	OBTE_Count	CombinationIndex	OBTF_EditorOnly	Combination_FULL	OBTS_IncludeCount	OBTS_PropertyCount	OBTS_LevelMin	OBTS_LevelMax	OBTS_Default	IncludeIndex	Include_Mod	Include_AttachPointIndex	Include_Optional	Include_DontUseAll
0001EED7	CUT_ATX_Armor_Vault111_Underwear	Vault 111 Jumpsuit	1	0			1	0	0	0	True	0	mod_armor_Lining_Null "No Misc" [OMOD:0018E59C]	0	False	True
00021B3B	Pipboy	Pip-Boy 2000	1	0		Pip-Boy 2000	1	0	0	0	True	0	mod_Pipboy_Skin_Default "Pip-Boy 2000" [OMOD:003E7FF8]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	0		Default	5	0	0	0	True	0	mod_armor_Metal_Arm_Size_A "Light Armor" [OMOD:0018401C]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	0		Default	5	0	0	0	True	1	mod_armor_Metal_Arm_Material_0 "Standard" [OMOD:0018402D]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	0		Default	5	0	0	0	True	2	mod_armor_Lining_Null "No Misc" [OMOD:0018E59C]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	0		Default	5	0	0	0	True	3	mod_armor_Metal_ScrapType [OMOD:00437031]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	0		Default	5	0	0	0	True	4	mod_Armor_Material_Paint_Null "No Paint" [OMOD:003CF472]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	1		Light	5	0	0	0	False	0	mod_armor_Metal_Arm_Size_A "Light Armor" [OMOD:0018401C]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	1		Light	5	0	0	0	False	1	mod_armor_Metal_Arm_Material_0 "Standard" [OMOD:0018402D]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	1		Light	5	0	0	0	False	2	mod_armor_Lining_Null "No Misc" [OMOD:0018E59C]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	1		Light	5	0	0	0	False	3	mod_armor_Metal_ScrapType [OMOD:00437031]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	1		Light	5	0	0	0	False	4	mod_Armor_Material_Paint_Null "No Paint" [OMOD:003CF472]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	2		Medium	5	0	0	0	False	0	mod_armor_Metal_Arm_Size_B "Medium Armor" [OMOD:0018401B]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	2		Medium	5	0	0	0	False	1	mod_armor_Metal_Arm_Material_0 "Standard" [OMOD:0018402D]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	2		Medium	5	0	0	0	False	2	mod_armor_Lining_Null "No Misc" [OMOD:0018E59C]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	2		Medium	5	0	0	0	False	3	mod_armor_Metal_ScrapType [OMOD:00437031]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	2		Medium	5	0	0	0	False	4	mod_Armor_Material_Paint_Null "No Paint" [OMOD:003CF472]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	3		Heavy	5	0	0	0	False	0	mod_armor_Metal_Arm_Size_C "Heavy Armor" [OMOD:0018401A]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	3		Heavy	5	0	0	0	False	1	mod_armor_Metal_Arm_Material_0 "Standard" [OMOD:0018402D]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	3		Heavy	5	0	0	0	False	2	mod_armor_Lining_Null "No Misc" [OMOD:0018E59C]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	3		Heavy	5	0	0	0	False	3	mod_armor_Metal_ScrapType [OMOD:00437031]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	3		Heavy	5	0	0	0	False	4	mod_Armor_Material_Paint_Null "No Paint" [OMOD:003CF472]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	4		Light Epic	5	0	0	0	False	0	mod_armor_Metal_Arm_Size_A "Light Armor" [OMOD:0018401C]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	4		Light Epic	5	0	0	0	False	1	modcol_armor_Metal_Arm_Size_A_Materials [OMOD:0018400C]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	4		Light Epic	5	0	0	0	False	2	modcol_armor_Metal_Linings_Arm [OMOD:0019409D]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	4		Light Epic	5	0	0	0	False	3	mod_armor_Metal_ScrapType [OMOD:00437031]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	4		Light Epic	5	0	0	0	False	4	mod_Armor_Material_Paint_Null "No Paint" [OMOD:003CF472]	0	False	True
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	7	5		Medium Epic	5	0	0	0	False	0	mod_armor_Metal_Arm_Size_B "Medium Armor" [OMOD:0018401B]	0	False	True
