BaseFormID	BaseEDID	BaseName	RefFormID	RefEDID	WorldspaceEDID	WorldspaceFormID	CellEDID	CellFormID	X	Y	Z	RotZ
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	008F1737						38486.125000	168943.875000	14715.250000	286.4835
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	008F1739	SDOW_Grave03					-176696.890625	-24485.937500	609.021972	103.6826
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	008F173A	SDOW_Grave04					-55107.660156	-101418.546875	20662.500000	165.7199
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	008F6758	SDOW_Grave02					-45114.296875	-13484.806641	9491.310547	296.9781
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	008F6760	SDOW_Grave08					110363.671875	129485.023437	20430.388671	88.8341
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	0090E8DB	SDOW_Grave10					-185121.156250	-135898.375000	8224.143554	157.5241
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	0090E8F7	SDOW_Grave11					-51785.804687	107184.898437	10704.272461	17.1888
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	0090E8FE	SDOW_Graves12					45309.652344	-111759.484375	35447.539063	114.5916
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	0090E904	SDOW_Grave13					105540.164063	-100831.976562	10736.797852	31.5765
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	0090E90B	SDOW_Grave14					-60002.824219	87871.570312	7175.449219	50.9923
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	0090E912	SDOW_Grave15					-77300.968750	-32872.382812	12310.821289	2.2268
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	0090E919	SDOW_Grave16					197311.328125	140223.859375	9836.772461	62.9446
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	0090E920	SDOW_Grave17					-156741.531250	-57883.023438	943.866089	68.7550
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	0090E927	SDOW_Grave18					137086.812500	180635.765625	18744.558594	190.2535
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	0090FBD9	SDOW_Grave_06					-171175.203125	194295.875000	460.161804	13.0116
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	00930AA0	SDOW__Grave05					31070.025391	148432.515625	20710.062500	137.1573
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	00930AA7	SDOW__Grave07					-103941.046875	154809.718750	11152.785156	37.8381
008F1672	SDOW_MQ02_Graves_GraveActivator	Disturbed Grave	00930AAE	SDOW__Grave09					88056.945313	9350.353515	26022.289062	311.8943
