BaseFormID	BaseEDID	BaseName	RefFormID	RefEDID	WorldspaceEDID	WorldspaceFormID	CellEDID	CellFormID	X	Y	Z	RotZ
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	008F1737						38486.125000	168943.875000	14715.173828	286.4795
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	008F1738	SDOW_Grave07					-173316.703125	-26483.261719	1702.154297	93.3389
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	008F1739	SDOW_Grave03					-176696.890625	-24485.937500	609.021972	103.6826
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	008F173A	SDOW_Grave04					-55106.820313	-101404.531250	20663.550781	165.7181
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	008F6750	SDOW_Grave09					-174173.250000	-21610.398437	814.501099	97.4029
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	008F6758	SDOW_Grave02					-45114.300781	-13484.804688	9491.310547	296.9748
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	008F675C	SDOW_Grave05					119874.117187	112148.781250	24013.072265	143.2394
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	008F6760	SDOW_Grave08					110363.671875	129485.023437	20427.421875	88.8341
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	0090E8DB	SDOW_Grave10					-185121.156250	-135898.375000	8224.143554	157.5241
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	0090E8F7	SDOW_Grave11					-51785.804687	107184.898437	10704.272461	17.1888
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	0090E8FE	SDOW_Graves12					45309.652344	-111759.484375	35453.136718	114.5916
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	0090E904	SDOW_Grave13					105507.468750	-100810.625000	10745.802735	31.5765
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	0090E90B	SDOW_Grave14					-60002.824219	87871.570312	7175.449219	50.9923
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	0090E912	SDOW_Grave15					-77300.968750	-32872.382812	12310.821289	2.2268
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	0090E919	SDOW_Grave16					197311.328125	140223.859375	9836.772461	62.9446
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	0090E920	SDOW_Grave17					-156741.531250	-57883.023438	951.520264	68.7550
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	0090E927	SDOW_Grave18					137087.109375	180636.343750	18745.882813	189.9532
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	0090FBD9	SDOW_Grave_06					-171220.671875	194312.625000	450.260254	181.2977
008F1672	SDOW_MQ02_Graves_GraveActivator01	Disturbed Grave	0090FBDD						-169121.859375	197792.312500	721.931885	0.0000
