BaseFormID	BaseEDID	BaseName	RefFormID	RefEDID	WorldspaceEDID	WorldspaceFormID	CellEDID	CellFormID	X	Y	Z	RotZ
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F587D	SDOW_SlasherClue_03					-128821.289063	54538.847656	4984.721679	0.0000
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F5880	SDOW_SlasherClue_02					-125660.234375	53281.761718	5180.121582	258.3066
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F5881	SDOW_SlasherClue_04					-127951.406250	52456.753907	5181.213867	102.2773
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F6155	SDOW_SlasherClue_06					2779.249512	138728.000000	12684.529297	285.5157
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F6651	SDOW_SlasherClue_05					7054.595215	141145.156250	13087.312500	8.0202
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F6655	SDOW_SlasherClue_07					4749.640625	137400.218750	12573.805664	186.4743
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F665E	SDOW_SlasherClue_08					151794.625000	86356.335938	13522.073242	181.8713
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F6669	SDOW_SlasherClue_09					151990.187500	89643.671875	15039.678711	34.8959
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F666D	SDOW_SlasherClue_10					62016.351562	-255364.656250	9416.551758	268.3269
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F6675	SDOW_SlasherClue_11					68349.757812	-248132.875000	8948.607421	352.1813
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F667D	SDOW_SlasherClue_12					55616.453125	-251500.171875	8967.720703	191.1647
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F66F9	SDOW_SlasherClue_01					-150690.187500	-34863.925781	13155.570313	351.2305
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F66FA	SDOW_SlasherClue_13					-68501.703125	-14385.333985	15315.767578	314.1635
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F66FB	SDOW_SlasherClue_14					-69514.835937	-9198.718750	14990.464844	170.9241
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F678D	SDOW_SlasherClue_15					-10164.927734	179242.500000	9288.321290	141.3988
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F67A1	SDOW_SlasherClue_19					161711.015625	153157.390625	17499.931641	116.2330
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F67A2	SDOW_SlasherClue_20					161798.468750	153092.640625	17503.535156	288.9569
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F6C4E	SDOW_SlasherClue_21					161541.296875	-40532.246094	8837.348633	248.2100
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F6C53	SDOW_SlasherClue_22					161284.359375	-37321.632813	9289.816407	110.2861
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F6C5D	SDOW_SlasherClue_25					112256.976563	130073.523438	20383.019532	91.6732
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F75F3	SDOW_SlasherClue_27					163936.937500	215665.500000	23448.000000	268.7060
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F76AC	SDOW_SlasherClue_32					-31045.798829	192910.875000	8982.096679	359.1827
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F76AD	SDOW_SlasherClue_33					-34902.621094	195543.875000	9481.950195	142.1211
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F76B0	SDOW_SlasherClue_34					-23749.291016	196288.468750	10373.492188	208.3223
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F83B3	SDOW_SlasherClue_35					-179625.281250	-79897.429687	1489.334717	0.8127
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F83BB	SDOW_SlasherClue_36					-177152.125000	-81108.507812	1891.366089	153.2266
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F83BD	SDOW_SlasherClue_37					-181542.234375	-84758.343750	92.659470	54.4278
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F83C3	SDOW_SlasherClue_38					-203208.843750	114377.250000	5726.124512	113.0384
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008F83C9	SDOW_SlasherClue_39					-201304.750000	116550.179688	5726.351563	252.8707
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FAD93	SDOW_SlasherClue_48					76009.250000	17596.205079	34565.445313	161.5436
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FAD95	SDOW_SlasherClue_50					107177.781250	145888.343750	25489.693360	175.8253
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FAD97	SDOW_SlasherClue_46					57853.363281	-192344.812500	19070.326172	291.8888
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FAD9A	SDOW_SlasherClue_49					152774.625000	-87869.484375	8371.294922	82.6520
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FADA7	SDOW_SlasherClue_44					-147187.812500	144868.109375	1260.389771	329.2275
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FADA9	SDOW_SlasherClue_43					-145447.281250	141276.890625	1152.777710	33.8092
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FADAE	SDOW_SlasherClue_45					-147798.453125	146403.468750	1258.148560	325.3397
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FADB3	SDOW_SlasherClue_47					-27416.167969	-55189.332032	23647.423828	87.8335
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCD3	SDOW_SlasherClue_16					48766.441406	23214.966796	34105.562500	135.4240
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCD7	SDOW_SlasherClue_17					47665.855469	22209.058594	34102.960938	331.3522
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCD8	SDOW_SlasherClue_41					51707.453125	-122865.312500	37059.332031	252.9922
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCDB	SDOW_SlasherClue_26					55925.515625	-68684.257813	33882.976562	178.2276
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCDE	SDOW_SlasherClue_31					117002.453125	-59426.320313	18835.248046	210.1320
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCE1	SDOW_SlasherClue_28					-139929.421875	173577.500000	4847.680664	174.9578
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCE5	SDOW_SlasherClue_42					-103897.023438	48112.699219	11533.387695	111.0540
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCE7	SDOW_SlasherClue_18					-88390.398438	68200.859375	5674.739746	253.5869
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCEB	SDOW_SlasherClue_29					-84428.570313	100091.984375	20537.361328	350.6776
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCED	SDOW_SlasherClue_30					-44313.382812	17521.078125	17274.968750	239.5409
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCF0	SDOW_SlasherClue_40					-3076.854980	140623.843750	16270.020508	115.1809
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCF3	SDOW_SlasherClue_24					-50134.097656	-46266.007812	10215.785156	212.9224
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	008FBCF6	SDOW_SlasherClue_23					-60045.574218	-28140.554688	9700.217774	123.9904
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	009097D6	SDOW_SlasherClue_51					152828.109375	130708.687500	20437.671875	170.9814
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	009097D8	SDOW_SlasherClue_52					-155458.546875	-35802.144532	11147.792969	98.2752
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	009097DF	SDOW_SlasherClue_53					-69038.328125	-16340.477539	15200.949219	312.6871
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB64	SDOW_SlasherClue_60					43874.671875	7490.263184	32036.044922	15.1196
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB67	SDOW_SlasherClue_58					83162.929687	50495.394532	31407.080078	339.9853
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB6A	SDOW_SlasherClue_68					114392.750000	92103.851562	26490.968750	183.3434
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB6B	SDOW_SlasherClue_65					6261.552246	-230422.343750	9242.476563	292.8498
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB70	SDOW_SlasherClue_67					2319.981201	-232109.281250	9500.522461	30.2331
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB73	SDOW_SlasherClue_66					5979.807129	-223802.218750	9851.378906	318.1358
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB76	SDOW_SlasherClue_59					21646.025390	-154913.500000	31189.343750	149.7440
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB78	SDOW_SlasherClue_63					44942.429688	-120376.226562	34203.570313	287.6554
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB7C	SDOW_SlasherClue_61					39157.597656	-118182.804688	33505.292968	337.9016
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB7F	SDOW_SlasherClue_62					38733.542969	-119608.523437	33174.613281	212.6185
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB82	SDOW_SlasherClue_69					89085.421875	-81553.679687	22795.468750	327.7331
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB85	SDOW_SlasherClue_55					156625.109375	74437.789062	11942.662110	184.7114
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB88	SDOW_SlasherClue_56					154057.421875	76241.710938	12769.250000	37.3304
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB8A	SDOW_SlasherClue_54					150906.421875	77554.750000	13477.262695	106.6589
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB8C	SDOW_SlasherClue_64					-32037.625000	-235846.984375	10346.319336	339.5853
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090AB91	SDOW_SlasherClue_57					-102303.304688	-117329.796875	18902.615234	253.4640
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090ABA0	SDOW_SlasherClue_70					-211960.750000	148531.968750	7532.634277	197.2281
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090ABA2	SDOW_SlasherClue_71					-212386.625000	144962.671875	7352.538086	100.5193
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090ABAA	SDOW_SlasherClue_72					-210476.437500	144036.578125	7654.490235	215.0743
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090ABB0	SDOW_SlasherClue_73					-246393.984375	51572.980469	6014.381836	306.5510
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090ABB3	SDOW_SlasherClue_74					-238019.812500	51188.511719	6104.393067	252.8351
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090ABB7	SDOW_SlasherClue_75					-237214.937500	56982.230469	5255.059082	120.1769
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090B982	SDOW_SlasherClue_86					101002.687500	46356.210938	28748.054687	99.7866
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D2BA	SDOW_SlasherClue_76					-133746.515625	-30485.962891	9515.150391	351.4893
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D2C9	SDOW_SlasherClue_77					138439.593750	1724.745362	10859.737305	0.4279
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D2CC	SDOW_SlasherClue_78					139386.031250	3369.404541	11195.387696	73.5152
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D2CE	SDOW_SlasherClue_79					140999.140625	-445.114197	10828.074219	297.3495
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D395	SDOW_SlasherClue_80					-73880.742187	114073.132813	13119.728516	255.9118
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D398	SDOW_SlasherClue_81					-75871.921875	114068.664062	13416.643555	80.4762
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D39D	SDOW_SlasherClue_82					-13540.747070	182476.562500	9161.679688	50.6836
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D3A2	SDOW_SlasherClue_83					165578.203125	215533.562500	23590.765625	247.4048
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D3A3	SDOW_SlasherClue_84					134336.421875	179217.062500	18972.343750	229.4709
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D3A8	SDOW_SlasherClue_85					135962.000000	178784.031250	18873.710937	289.5661
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D3BA	SDOW_SlasherClue_87					100945.312500	45838.691406	28752.605468	293.8821
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D3BE	SDOW_SlasherClue_88					-79135.828125	9545.500977	12784.891602	110.0194
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D3C3	SDOW_SlasherClue_89					-82759.492187	9318.172851	12556.925781	359.1898
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D3C5	SDOW_SlasherClue_90					-76994.820313	12792.739258	12480.341796	39.0175
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D4D3	SDOW_SlasherClue_91					87557.218750	129073.898437	34222.589844	323.0616
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D4D7	SDOW_SlasherClue_92					85389.539062	128739.132813	34609.617188	289.6033
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D4DC	SDOW_SlasherClue_93					85395.382812	133541.375000	34432.371094	20.7764
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D4E8	SDOW_SlasherClue_94					97526.046875	144004.062500	26127.058594	235.3509
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D4EC	SDOW_SlasherClue_95					97300.609375	143024.125000	26537.300781	81.0896
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D4F0	SDOW_SlasherClue_96					-24172.769531	-109929.093750	25618.746093	181.7898
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D4F7	SDOW_SlasherClue_97					-22568.410156	-107631.132812	25513.037110	358.2369
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D4FB	SDOW_SlasherClue_98					-21470.972656	-110134.804688	25619.076172	115.0902
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D4FF	SDOW_SlasherClue_99					-67618.343750	183598.687500	8026.251953	150.0041
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0090D503	SDOW_SlasherClue_100					-68201.546875	184238.578125	8041.392578	59.5005
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0091E6C1	SDOW_SlasherClue_107					51984.347656	53071.164062	25061.136719	357.1405
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0091E6C4	SDOW_SlasherClue_101					-195717.578125	7864.876465	2452.378418	11.4692
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0091E6C9	SDOW_SlasherClue_102					-194922.078125	6521.497071	2405.276856	206.7044
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0091E6CC	SDOW_SlasherClue_103					-231574.750000	157898.750000	6829.058106	99.5688
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0091E6CF	SDOW_SlasherClue_104					-72406.992187	-114647.835938	20788.972657	73.2519
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0091E6D0	SDOW_SlasherClue_106					-83459.265625	-112053.750000	18792.849610	231.3291
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0091E6D4	SDOW_SlasherClue_105					-83988.835938	-116099.289063	18826.845703	104.1423
008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	0091E6DF	SDOW_SlasherClue_108					56189.421875	53803.531250	25206.867187	328.5113
