QuestFormID	QuestEDID	AllyGuess	TopicOrder	TopicFormID	TopicEDID	TopicPrompt	InfoOrder	InfoFormID	InfoEDID	ResponseIndex	ResponseText	PlayerPrompt	ScriptNotes	Edits	Speaker	InfoFlags	Conditions	LinkTo	PrevInfo	Links	Scripts
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			0	00593198		0						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=00593198::INFO ; DNAM=0058F2C1:ALLY_Astronaut_SharedInfo_LetsChat_01_NormalConvo:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			0	00593198		1						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=00593198::INFO ; DNAM=0058F2C1:ALLY_Astronaut_SharedInfo_LetsChat_01_NormalConvo:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			0	00593198		2						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=00593198::INFO ; DNAM=0058F2C1:ALLY_Astronaut_SharedInfo_LetsChat_01_NormalConvo:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			1	00593199		0						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=00593199::INFO ; DNAM=0058F2C0:ALLY_Astronaut_SharedInfo_LetsChat_02_OnMind:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			1	00593199		1						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=00593199::INFO ; DNAM=0058F2C0:ALLY_Astronaut_SharedInfo_LetsChat_02_OnMind:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			1	00593199		2						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=00593199::INFO ; DNAM=0058F2C0:ALLY_Astronaut_SharedInfo_LetsChat_02_OnMind:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			2	0059319A		0						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=0059319A::INFO ; DNAM=00572C12:ALLY_Astronaut_SharedInfo_LetsChat_03_Unstoppables:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			2	0059319A		1						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=0059319A::INFO ; DNAM=00572C12:ALLY_Astronaut_SharedInfo_LetsChat_03_Unstoppables:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			2	0059319A		2						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=0059319A::INFO ; DNAM=00572C12:ALLY_Astronaut_SharedInfo_LetsChat_03_Unstoppables:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			3	0059319C		0						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=0059319C::INFO ; DNAM=0056C860:ALLY_Astronaut_SharedInfo_LetsChat_05_WatchPlace:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			3	0059319C		1						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=0059319C::INFO ; DNAM=0056C860:ALLY_Astronaut_SharedInfo_LetsChat_05_WatchPlace:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			3	0059319C		2						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=0059319C::INFO ; DNAM=0056C860:ALLY_Astronaut_SharedInfo_LetsChat_05_WatchPlace:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			4	0059319D		0						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=0059319D::INFO ; DNAM=00564494:ALLY_Astronaut_SharedInfo_LetsChat_06_Radio:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			4	0059319D		1						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=0059319D::INFO ; DNAM=00564494:ALLY_Astronaut_SharedInfo_LetsChat_06_Radio:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0	0054EB44			4	0059319D		2						Start Scene on End ; Requires Player Activation ; Unknown 16 ; Reset Hours ; Unknown				Topic=0054EB44::DIAL ; FormID=0059319D::INFO ; DNAM=00564494:ALLY_Astronaut_SharedInfo_LetsChat_06_Radio:INFO ; GNAM=00572C3D:GREETS__RADIANT_InProgress---ALLY_Astronaut:INFO ; TSCE=0059E15E:COMP_Scene_Astronaut_Chat_Romance:SCEN	
